Cust_ID,Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount
2386,0,1,4,37,2,4,1031
2387,0,1,2,36,2,5,1023
2388,1,0,2,52,4,5,1579
2389,0,1,6,37,2,5,1371
2390,1,0,3,53,5,4,1719
2391,1,0,6,53,4,3,1223
2392,1,0,5,52,2,4,1512
2393,1,0,2,51,2,3,1148
2394,1,0,4,54,6,5,2075
2395,0,1,7,38,3,3,1993
2396,1,0,6,52,2,4,1084
2397,1,0,2,51,3,4,1706
2398,1,0,6,52,2,4,1700
2399,1,0,2,51,2,4,1122
2400,1,0,5,51,1,5,1114
2401,0,1,0,35,5,4,1236
2402,1,0,10,55,6,3,2736
2403,1,0,3,51,2,5,1435
2404,1,0,3,50,0,6,646
2405,1,0,9,53,2,4,1651
2406,1,0,5,53,4,4,1957
2407,1,0,3,51,1,3,970
2408,1,0,8,54,5,4,2023
2409,0,1,4,39,6,4,1940
2410,0,1,7,38,2,3,1236
2411,1,0,7,54,4,5,1455
2412,1,0,7,53,3,4,1728
2413,1,0,8,51,0,4,1588
2414,0,1,5,38,3,3,1366
2415,1,0,2,53,7,4,2127
2416,0,1,5,38,3,6,1349
2417,0,1,3,38,6,3,1704
2418,0,1,6,38,4,3,1687
2419,1,0,4,53,4,3,1635
2420,1,0,10,53,2,4,1618
2421,1,0,11,54,3,5,1809
2422,0,1,5,37,2,3,972
2423,1,0,3,53,5,6,1952
2424,1,0,5,54,5,5,1913
2425,1,0,4,52,3,3,1492
2426,1,0,8,54,4,2,2531
2427,1,0,2,52,4,4,1354
2428,1,0,2,52,4,4,1951
2429,1,0,5,53,4,4,1689
2430,0,1,5,37,2,4,1072
2431,1,0,5,53,3,4,1476
2432,1,0,6,53,4,3,1914
2433,1,0,7,53,3,4,2107
2434,0,1,6,39,5,5,2326
2435,1,0,3,52,3,4,1433
2436,1,0,7,53,3,6,1635
2437,0,1,3,38,5,3,1894
2438,0,1,7,38,3,5,1634
2439,1,0,6,52,1,5,1537
2440,1,0,5,52,2,4,1852
2441,1,0,3,51,2,3,1161
2442,0,1,3,37,3,5,1432
2443,1,0,3,51,2,4,1274
2444,1,0,7,53,2,3,1476
2445,0,1,8,38,3,4,2001
2446,1,0,7,53,2,3,1490
2447,1,0,9,55,6,4,2637
2448,0,1,2,36,3,2,1074
2449,1,0,6,54,5,2,2157
2450,0,1,7,39,5,4,1778
2451,0,1,6,37,2,5,1493
2452,0,1,6,37,2,4,927
2453,1,0,2,51,3,4,723
2454,1,0,5,51,1,4,1484
2455,1,0,5,54,5,3,1613
2456,1,0,9,55,5,4,2639
2457,1,0,8,54,4,5,2345
2458,1,0,2,49,0,3,499
2459,1,0,3,52,3,4,1303
2460,1,0,6,54,5,3,1916
2461,1,0,1,51,4,4,1037
2462,1,0,10,55,5,4,2152
2463,1,0,6,52,2,5,1504
2464,1,0,5,52,2,4,1797
2465,0,1,6,37,2,4,1678
2466,0,1,4,37,2,5,1371
2467,1,0,10,54,3,4,2271
2468,1,0,7,52,1,5,1090
2469,1,0,6,52,2,4,1611
2470,1,0,7,54,5,5,1726
2471,1,0,3,52,3,6,1005
2472,1,0,6,52,1,4,1322
2473,0,1,4,36,1,3,754
2474,1,0,6,54,6,4,2311
2475,1,0,7,53,3,5,1499
2476,0,1,2,38,7,5,1852
2477,1,0,6,52,1,4,1947
2478,1,0,5,53,3,4,1293
2479,1,0,1,50,1,5,964
2480,1,0,5,53,3,4,1321
2481,1,0,7,53,2,4,1776
2482,0,1,5,38,3,2,1609
2483,1,0,4,52,2,3,1492
2484,0,1,3,36,2,4,1449
2485,0,1,5,38,3,3,1385
2486,1,0,9,54,4,5,2236
2487,1,0,3,51,2,3,1490
2488,1,0,4,54,6,2,1835
2489,1,0,6,53,4,5,1909
2490,0,1,6,39,5,3,1902
2491,1,0,8,53,3,4,1905
2492,1,0,10,55,5,5,2536
2493,0,1,5,38,3,4,1599
2494,1,0,6,53,3,2,1456
2495,1,0,4,53,5,3,1681
2496,1,0,11,56,6,4,3168
2497,1,0,8,54,5,3,2214
2498,1,0,4,52,3,4,1309
2499,0,1,2,36,2,4,636
2500,0,1,8,39,5,4,2118
2501,1,0,2,53,6,4,1758
2502,1,0,11,54,3,5,2566
2503,0,1,4,38,5,4,1819
2504,1,0,3,53,6,4,2014
2505,0,1,7,40,8,4,2372
2506,0,1,3,36,2,3,1645
2507,0,1,11,38,1,4,2187
2508,1,0,9,54,3,3,1839
2509,1,0,6,53,4,3,1867
2510,1,0,5,50,0,3,952
2511,0,1,2,37,4,4,1497
2512,1,0,4,52,3,6,1562
2513,1,0,6,53,3,4,1655
2514,1,0,6,52,2,4,1251
2515,1,0,6,53,3,4,1756
2516,1,0,10,53,2,3,1842
2517,0,1,5,39,5,5,1922
2518,1,0,4,52,2,1,1001
2519,0,1,2,36,3,4,1270
2520,1,0,6,54,5,4,2224
2521,0,1,3,37,3,3,1241
2522,1,0,6,54,6,5,2431
2523,1,0,5,53,4,4,1840
2524,0,1,2,34,0,3,787
2525,1,0,8,55,6,5,2231
2526,0,1,3,37,3,4,1072
2527,1,0,3,53,5,5,1557
2528,1,0,3,52,3,4,1172
2529,1,0,7,53,2,5,1872
2530,1,0,2,49,0,4,807
2531,0,1,8,38,2,6,1719
2532,0,1,4,37,3,3,1718
2533,1,0,7,55,6,2,2261
2534,1,0,6,53,3,3,1869
2535,1,0,4,53,5,5,2060
2536,1,0,6,54,6,4,2607
2537,1,0,7,53,3,3,1920
2538,1,0,7,53,2,4,1707
2539,1,0,9,53,2,4,1929
2540,1,0,2,52,4,3,1679
2541,0,1,6,39,5,4,1658
2542,1,0,4,51,1,4,1069
2543,1,0,3,52,3,4,1394
2544,1,0,7,54,5,4,2097
2545,1,0,3,52,3,5,1906
2546,1,0,4,53,4,4,1593
2547,1,0,10,53,1,2,1730
2548,1,0,6,51,0,4,1573
2549,1,0,3,51,2,4,1005
2550,1,0,5,53,4,4,1542
2551,1,0,5,52,2,5,1233
2552,1,0,6,52,1,4,1124
2553,1,0,5,53,3,4,1686
2554,1,0,1,50,2,4,938
2555,0,1,2,36,2,3,1258
2556,0,1,1,36,3,2,862
2557,0,1,5,36,1,3,1083
2558,0,1,4,39,7,2,2136
2559,1,0,8,53,3,2,1811
2560,1,0,4,51,1,4,1231
2561,1,0,6,54,5,4,2306
2562,1,0,6,52,1,5,1363
2563,0,1,6,38,4,5,1895
2564,0,1,6,37,1,4,1203
2565,1,0,7,52,1,3,1887
2566,0,1,8,39,5,3,2144
2567,0,1,9,39,3,3,1673
2568,1,0,5,53,3,4,1746
2569,1,0,6,55,7,2,2221
2570,1,0,5,54,7,6,2034
2571,0,1,3,36,1,3,1112
2572,1,0,1,50,1,3,787
2573,0,1,5,38,3,3,1453
2574,1,0,5,54,5,3,1868
2575,1,0,3,51,2,4,1326
2576,0,1,9,37,1,4,1303
2577,1,0,5,53,4,3,1788
2578,1,0,1,52,5,4,1493
2579,0,1,8,38,3,5,1835
2580,1,0,5,53,3,3,1662
2581,1,0,6,53,3,4,1606
2582,1,0,4,53,5,6,1611
2583,1,0,7,54,4,4,2027
2584,1,0,4,55,8,5,2447
2585,1,0,8,53,3,3,2232
2586,1,0,6,52,2,3,1415
2587,1,0,6,52,1,4,1494
2588,0,1,8,39,4,4,1866
2589,0,1,2,35,1,4,680
2590,1,0,5,54,5,3,1948
2591,1,0,9,55,6,4,2427
2592,1,0,6,53,3,7,1926
2593,1,0,7,54,4,5,2244
2594,1,0,3,52,4,5,746
2595,1,0,3,52,4,5,2249
2596,1,0,3,51,2,4,1238
2597,0,1,12,39,3,4,2362
2598,1,0,7,52,1,3,1221
2599,0,1,8,38,2,3,1661
2600,1,0,7,53,3,4,1553
2601,1,0,5,51,1,5,1711
2602,0,1,4,36,1,5,1185
2603,0,1,5,38,3,3,1449
2604,0,1,4,37,2,3,1514
2605,1,0,9,52,1,4,1565
2606,0,1,4,37,3,6,1008
2607,1,0,8,54,5,5,2609
2608,1,0,5,53,3,4,1773
2609,1,0,5,51,1,4,1076
2610,1,0,4,51,1,4,1003
2611,0,1,5,37,2,5,612
2612,0,1,6,39,6,2,1909
2613,1,0,2,51,2,4,1088
2614,1,0,4,51,1,5,1477
2615,1,0,2,50,1,2,1380
2616,0,1,4,36,1,4,1179
2617,0,1,8,39,4,3,1853
2618,1,0,1,51,3,6,1529
2619,1,0,3,53,5,4,1784
2620,1,0,5,54,6,6,2009
2621,1,0,5,52,2,4,1479
2622,1,0,11,55,4,4,2570
2623,0,1,3,36,1,4,583
2624,1,0,2,51,2,4,1016
2625,1,0,3,52,3,6,1731
2626,1,0,3,53,5,3,1174
2627,0,1,3,36,2,4,940
2628,0,1,8,38,2,3,1734
2629,1,0,3,53,5,6,1689
2630,1,0,5,53,4,4,1532
2631,0,1,6,38,4,2,1613
2632,1,0,3,52,3,5,1233
2633,0,1,3,37,3,5,794
2634,1,0,3,51,2,5,1368
2635,0,1,5,39,7,4,1777
2636,1,0,6,53,3,3,1915
2637,1,0,4,52,2,3,2068
2638,0,1,5,37,2,4,1113
2639,1,0,6,54,5,5,2538
2640,1,0,6,54,6,4,2438
2641,0,1,2,36,2,3,661
2642,0,1,9,40,5,3,2077
2643,1,0,1,53,7,2,1878
2644,1,0,5,53,4,4,1708
2645,1,0,8,54,5,2,1828
2646,1,0,3,53,5,3,1592
2647,1,0,2,50,1,3,700
2648,0,1,3,36,2,4,1259
2649,0,1,5,38,4,5,1359
2650,1,0,5,54,5,4,1781
2651,0,1,7,38,2,5,1680
2652,1,0,5,53,3,4,1612
2653,1,0,2,52,4,3,1400
2654,0,1,3,36,2,5,739
2655,1,0,3,52,4,2,1734
2656,0,1,1,36,4,3,790
2657,1,0,6,54,5,6,1800
2658,0,1,1,37,6,5,1243
2659,1,0,3,52,3,4,1546
2660,1,0,7,53,2,4,1929
2661,1,0,5,54,6,4,2366
2662,1,0,5,51,1,4,979
2663,0,1,2,36,3,3,1335
2664,0,1,6,38,3,5,1573
2665,1,0,7,54,5,5,1888
2666,0,1,3,37,4,4,1500
2667,1,0,5,54,5,4,1782
2668,1,0,5,54,5,4,1876
2669,1,0,7,53,3,5,1929
2670,0,1,2,36,3,6,881
2671,0,1,3,36,2,4,653
2672,0,1,6,38,3,5,1858
2673,1,0,5,51,1,3,1294
2674,1,0,7,53,3,4,1849
2675,1,0,5,53,4,5,1894
2676,1,0,7,53,2,3,1303
2677,1,0,5,54,5,4,1982
2678,1,0,8,52,1,5,1270
2679,1,0,5,54,5,4,2077
2680,0,1,6,38,4,6,1548
2681,1,0,11,53,1,4,1749
2682,0,1,8,38,2,5,1562
2683,1,0,8,53,3,5,1806
2684,1,0,3,52,3,4,1225
2685,1,0,3,53,5,3,1810
2686,0,1,4,37,2,4,1192
2687,0,1,2,37,4,4,1403
2688,0,1,2,37,4,4,1500
2689,0,1,6,38,3,2,1888
2690,0,1,7,38,3,3,2148
2691,1,0,6,53,3,4,1896
2692,1,0,3,53,5,3,1987
2693,1,0,4,53,4,3,1735
2694,1,0,5,53,3,4,1721
2695,1,0,2,50,1,4,1259
2696,1,0,3,52,3,2,1193
2697,1,0,4,52,3,4,1886
2698,1,0,2,51,3,2,972
2699,1,0,3,51,2,5,1505
2700,1,0,4,51,1,4,1126
2701,1,0,5,54,5,4,2093
2702,1,0,6,52,1,4,1454
2703,1,0,2,50,1,5,788
2704,1,0,5,53,4,4,1999
2705,0,1,5,38,3,4,1506
2706,0,1,5,41,10,6,2434
2707,0,1,5,39,6,5,2168
2708,1,0,4,53,5,4,2105
2709,1,0,8,53,2,5,1916
2710,1,0,10,53,1,2,1545
2711,1,0,7,53,2,4,1416
2712,1,0,7,54,4,4,1826
2713,0,1,4,37,3,3,1551
2714,1,0,6,52,2,6,1372
2715,0,1,4,37,2,4,1454
2716,1,0,8,51,0,4,1299
2717,1,0,1,50,1,3,912
2718,1,0,5,52,2,6,1403
2719,1,0,4,52,3,5,1661
2720,1,0,4,52,2,6,1572
2721,0,1,6,38,4,3,1615
2722,1,0,6,52,1,4,949
2723,1,0,5,53,3,4,1378
2724,1,0,3,52,4,3,1767
2725,1,0,6,55,8,3,2579
2726,0,1,2,36,3,2,1671
2727,1,0,4,51,1,6,1135
2728,0,1,4,36,1,6,815
2729,0,1,8,38,3,3,2222
2730,1,0,5,53,4,4,1700
2731,1,0,5,54,6,5,2529
2732,0,1,5,38,4,4,1538
2733,1,0,5,54,5,4,1800
2734,1,0,2,51,3,5,1386
2735,0,1,6,37,2,6,1282
2736,1,0,4,54,6,4,1870
2737,0,1,9,39,3,2,1937
2738,1,0,3,53,6,4,1656
2739,1,0,3,52,4,3,1937
2740,1,0,5,50,0,3,1111
2741,1,0,4,53,5,3,1989
2742,0,1,3,36,2,3,1339
2743,1,0,6,52,1,4,1480
2744,1,0,7,55,6,2,2285
2745,0,1,7,38,2,4,1866
2746,1,0,6,53,4,4,1867
2747,1,0,3,51,2,2,967
2748,0,1,6,37,2,5,1354
2749,1,0,3,51,2,5,1507
2750,0,1,5,36,1,4,1251
2751,1,0,8,53,3,4,2061
2752,0,1,4,38,5,2,1280
2753,0,1,3,35,0,6,987
2754,1,0,2,53,6,3,1920
2755,1,0,4,55,10,5,2952
2756,1,0,1,51,4,5,1654
2757,1,0,7,52,1,4,1565
2758,1,0,5,52,2,3,1570
2759,1,0,8,54,5,2,2562
2760,1,0,3,52,3,5,1826
2761,1,0,6,53,3,4,2109
2762,1,0,8,54,4,6,2270
2763,1,0,2,52,5,4,1329
2764,1,0,5,52,2,4,1367
2765,1,0,8,53,3,4,2243
2766,0,1,1,38,9,2,2199
2767,0,1,5,38,4,2,2330
2768,0,1,3,36,1,3,1103
2769,1,0,3,53,6,4,2225
2770,1,0,2,51,3,4,1301
2771,1,0,1,52,5,2,1220
2772,0,1,8,38,3,2,1806
2773,1,0,6,52,2,5,1589
2774,0,1,7,39,4,2,2165
2775,0,1,2,35,1,4,294
2776,1,0,3,51,1,3,991
2777,1,0,4,51,1,2,1445
2778,1,0,5,54,5,5,2364
2779,1,0,6,53,4,3,1723
2780,1,0,4,51,1,3,1296
2781,0,1,2,37,4,5,1680
2782,0,1,5,37,2,4,1313
2783,1,0,3,52,3,3,1171
2784,1,0,4,52,2,5,1220
2785,0,1,6,38,4,4,1706
2786,1,0,7,53,2,3,1588
2787,1,0,3,51,2,2,1149
2788,1,0,8,53,2,3,1772
2789,0,1,6,37,1,5,1250
2790,1,0,5,52,2,3,1557
2791,1,0,5,51,1,5,1558
2792,0,1,6,37,1,4,1415
2793,1,0,8,53,2,4,1797
2794,1,0,4,52,3,5,1473
2795,1,0,8,54,4,4,1650
2796,1,0,5,54,5,5,1810
2797,1,0,2,52,4,6,1570
2798,1,0,5,53,4,5,1535
2799,1,0,4,51,1,4,1367
2800,1,0,3,53,5,4,2390
2801,1,0,8,54,4,5,2306
2802,1,0,7,52,1,7,1513
2803,1,0,4,52,3,4,1760
2804,1,0,6,52,1,4,1253
2805,1,0,7,55,7,5,2380
2806,1,0,2,51,2,7,1219
2807,1,0,4,53,4,3,1421
2808,1,0,4,52,3,4,1664
2809,0,1,3,37,3,4,1411
2810,0,1,7,39,4,4,1658
2811,1,0,5,53,3,4,1728
2812,0,1,1,36,4,6,849
2813,0,1,6,38,4,4,1830
2814,1,0,2,51,3,4,1370
2815,1,0,6,53,4,6,1822
2816,0,1,2,36,2,2,1127
2817,1,0,3,52,4,4,1805
2818,1,0,6,53,3,5,1515
2819,1,0,4,50,0,5,1491
2820,0,1,2,37,4,4,1099
2821,0,1,3,37,4,5,1945
2822,1,0,3,52,3,5,1292
2823,1,0,2,53,6,5,1624
2824,0,1,3,36,1,3,857
2825,1,0,4,52,2,4,1354
2826,0,1,2,36,2,5,961
2827,1,0,4,51,1,4,1373
2828,1,0,5,53,3,4,1614
2829,1,0,2,49,0,3,611
2830,1,0,5,53,3,3,2039
2831,0,1,7,38,2,3,1639
2832,1,0,6,53,3,4,1907
2833,0,1,4,38,5,6,1765
2834,0,1,7,38,2,6,1431
2835,1,0,4,53,5,5,2015
2836,0,1,8,39,4,4,1980
2837,1,0,10,53,2,4,1821
2838,1,0,8,53,3,5,1845
2839,1,0,3,53,5,3,1753
2840,0,1,6,37,1,3,1178
2841,1,0,6,54,5,5,2287
2842,0,1,5,38,4,3,1934
2843,1,0,2,50,1,2,1362
2844,1,0,5,53,4,4,1158
2845,1,0,5,53,4,3,1751
2846,0,1,5,38,3,5,1901
2847,0,1,5,37,2,5,1328
2848,0,1,5,39,5,5,1655
2849,1,0,4,52,2,5,1143
2850,0,1,8,39,4,6,1826
2851,1,0,6,52,1,4,1515
2852,1,0,4,52,2,4,1484
2853,1,0,1,50,1,5,745
2854,1,0,7,53,3,4,1771
2855,0,1,10,38,1,5,1387
2856,0,1,4,36,1,3,931
2857,1,0,9,55,5,5,2356
2858,0,1,5,38,4,2,1789
2859,0,1,3,38,5,4,1572
2860,0,1,4,36,1,4,862
2861,1,0,9,53,2,4,1972
2862,1,0,6,52,2,5,1994
2863,0,1,5,36,1,5,1439
2864,0,1,6,39,5,4,1754
2865,1,0,6,52,1,4,1631
2866,1,0,2,52,4,6,1271
2867,1,0,3,51,1,2,1471
2868,1,0,5,53,4,4,2042
2869,1,0,5,51,1,3,1340
2870,1,0,4,52,2,5,1228
2871,0,1,6,36,0,4,1101
2872,0,1,2,36,3,2,1221
2873,1,0,5,54,5,4,1902
2874,0,1,5,38,3,5,1368
2875,1,0,7,54,4,4,1481
2876,0,1,5,37,2,5,1601
2877,0,1,8,38,3,4,1585
2878,1,0,8,55,6,3,2014
2879,0,1,7,38,3,4,1599
2880,1,0,7,53,3,5,1979
2881,1,0,3,52,4,5,1956
2882,1,0,5,54,5,4,2175
2883,0,1,5,37,2,4,1332
2884,0,1,2,37,5,4,1655
2885,1,0,3,52,4,5,2047
2886,1,0,1,52,6,5,1425
2887,1,0,9,56,7,4,2350
2888,1,0,4,51,1,3,1395
2889,1,0,6,52,2,4,1541
2890,1,0,7,51,0,6,1257
2891,1,0,6,52,2,5,1928
2892,1,0,3,52,3,5,1005
2893,1,0,5,52,2,5,1653
2894,0,1,3,37,4,5,1304
2895,1,0,3,52,3,4,968
2896,1,0,3,51,2,4,1323
2897,1,0,12,54,3,4,2470
2898,1,0,9,54,4,5,1674
2899,1,0,4,52,2,4,1422
2900,1,0,7,55,7,5,2437
2901,1,0,3,51,1,5,903
2902,0,1,6,38,4,6,1855
2903,1,0,4,53,4,5,1337
2904,1,0,4,51,1,3,1163
2905,1,0,4,52,3,5,1785
2906,0,1,3,36,1,3,1289
2907,0,1,8,38,2,5,1375
2908,1,0,7,52,1,4,1366
2909,1,0,3,51,2,5,1230
2910,1,0,1,50,1,6,1110
2911,0,1,11,39,2,3,2036
2912,1,0,9,55,5,3,2132
2913,1,0,4,52,3,4,1546
2914,1,0,4,53,5,3,1906
2915,1,0,3,52,3,5,947
2916,1,0,0,47,0,4,654
2917,0,1,6,37,1,4,1172
2918,1,0,5,52,2,3,1192
2919,0,1,8,38,3,3,1907
2920,1,0,6,52,2,4,1589
2921,1,0,7,54,4,2,1647
2922,1,0,11,55,5,4,2874
2923,1,0,5,53,3,4,1882
2924,1,0,3,52,3,5,1510
2925,1,0,5,53,3,3,1791
2926,1,0,7,52,1,5,1614
2927,1,0,4,52,3,2,1673
2928,1,0,5,54,6,3,1870
2929,1,0,4,52,3,5,1744
2930,0,1,8,38,2,3,1745
2931,1,0,3,52,3,5,1280
2932,1,0,6,51,0,3,900
2933,0,1,4,38,4,2,1640
2934,1,0,5,52,2,5,1424
2935,1,0,8,52,1,4,1403
2936,1,0,5,53,3,6,1596
2937,0,1,4,38,5,3,1590
2938,0,1,5,38,3,4,1750
2939,0,1,2,37,4,3,1560
2940,0,1,0,34,3,3,1333
2941,0,1,3,36,1,5,609
2942,1,0,2,52,4,5,1394
2943,1,0,3,52,3,4,1648
2944,1,0,4,53,4,3,1797
2945,0,1,3,36,2,3,1072
2946,1,0,3,51,2,4,1313
2947,1,0,2,51,2,4,1403
2948,1,0,5,52,2,3,1111
2949,1,0,3,50,0,4,717
2950,0,1,7,39,4,4,1720
2951,0,1,6,38,3,3,1338
2952,1,0,7,51,0,4,972
2953,0,1,6,37,1,4,1125
2954,1,0,3,51,2,5,1073
2955,1,0,4,52,3,3,1465
2956,0,1,5,38,4,5,1843
2957,1,0,2,50,1,4,921
2958,1,0,0,49,2,5,1229
2959,1,0,1,50,1,5,788
2960,0,1,2,36,2,5,940
2961,1,0,5,54,5,4,1993
2962,1,0,5,52,2,5,1045
2963,1,0,5,53,3,4,1904
2964,0,1,4,39,6,4,1735
2965,1,0,7,53,2,6,1316
2966,1,0,4,52,2,5,1464
2967,0,1,5,37,2,5,1294
2968,1,0,6,53,3,5,2151
2969,1,0,4,52,3,4,1460
2970,1,0,5,51,1,4,1232
2971,1,0,6,53,4,4,2134
2972,0,1,5,38,3,4,1686
2973,1,0,5,51,1,5,1435
2974,1,0,5,53,3,6,1643
2975,1,0,5,52,2,5,1025
2976,1,0,5,50,0,6,1336
2977,1,0,5,52,2,5,1238
2978,1,0,5,53,3,3,1583
2979,0,1,10,40,6,3,2766
2980,0,1,4,40,8,6,2312
2981,1,0,5,51,1,4,1431
2982,1,0,6,54,5,5,1794
2983,1,0,8,53,2,4,1815
2984,1,0,7,54,4,4,1974
2985,1,0,3,52,4,4,1930
2986,0,1,4,37,3,3,1630
2987,1,0,5,51,1,3,917
2988,0,1,4,38,4,5,1564
2989,1,0,7,52,1,5,1842
2990,1,0,6,52,2,2,1486
2991,1,0,8,54,4,3,2355
2992,1,0,1,51,3,2,853
2993,0,1,4,37,2,3,1252
2994,1,0,2,52,4,3,1650
2995,1,0,5,50,0,5,1129
2996,0,1,3,37,4,4,1236
2997,1,0,1,50,1,4,1181
2998,1,0,6,52,2,4,2023
2999,0,1,9,39,3,5,1775
3000,1,0,3,51,2,6,1623
3001,0,1,4,38,4,5,1401
3002,0,1,4,37,2,4,1196
3003,1,0,4,50,0,5,882
3004,1,0,5,52,2,3,1829
3005,1,0,10,54,4,5,2151
3006,0,1,7,38,3,3,1525
3007,0,1,6,37,2,4,1306
3008,1,0,6,52,1,4,1513
3009,1,0,7,54,5,5,1950
3010,1,0,5,52,2,5,1751
3011,1,0,5,52,2,6,1497
3012,1,0,3,51,2,4,835
3013,1,0,8,53,2,4,1915
3014,1,0,6,53,3,2,1674
3015,1,0,8,52,1,3,1728
3016,0,1,4,38,4,4,1570
3017,1,0,4,52,3,4,1850
3018,1,0,5,51,1,5,1226
3019,0,1,5,37,2,6,1299
3020,0,1,3,37,3,7,838
3021,1,0,5,51,1,4,1079
3022,1,0,5,51,1,5,1788
3023,1,0,6,54,5,5,1900
3024,0,1,1,36,4,3,1442
3025,1,0,4,52,2,3,1222
3026,0,1,4,38,4,4,1510
3027,1,0,4,52,3,3,1472
3028,0,1,2,37,4,3,1500
3029,1,0,4,53,5,5,1575
3030,0,1,6,37,1,4,1204
3031,1,0,6,52,1,4,942
3032,1,0,3,52,3,4,1825
3033,1,0,8,54,4,3,2105
3034,0,1,3,38,5,5,1314
3035,1,0,6,53,4,4,1784
3036,1,0,4,51,1,4,1227
3037,1,0,9,52,1,3,1721
3038,1,0,7,55,6,4,2064
3039,1,0,4,52,3,5,1523
3040,1,0,3,51,1,5,952
3041,1,0,5,51,1,3,1079
3042,1,0,2,51,3,5,1281
3043,1,0,6,52,2,4,1385
3044,0,1,3,36,1,4,1001
3045,1,0,5,53,4,3,1837
3046,0,1,7,40,8,4,2331
3047,0,1,8,38,2,4,1327
3048,1,0,7,53,2,3,1875
3049,0,1,2,37,4,6,1086
3050,1,0,7,54,4,3,1690
3051,1,0,6,53,3,5,1818
3052,1,0,7,55,6,3,2309
3053,1,0,12,52,0,5,1901
3054,0,1,6,39,5,3,2109
3055,0,1,9,38,2,4,1565
3056,0,1,3,36,2,4,1392
3057,1,0,6,53,3,4,1599
3058,1,0,6,53,3,4,1878
3059,1,0,4,52,2,4,1360
3060,1,0,9,55,5,3,2111
3061,1,0,9,55,5,3,2369
3062,1,0,4,53,5,5,1759
3063,1,0,8,53,3,4,1944
3064,1,0,4,53,5,4,1695
3065,1,0,3,52,4,5,1597
3066,0,1,3,36,1,5,811
3067,0,1,6,37,1,6,1501
3068,1,0,7,55,8,4,3042
3069,1,0,4,52,2,3,1329
3070,1,0,8,54,5,3,1900
3071,1,0,1,50,1,4,575
3072,0,1,10,40,5,6,2015
3073,1,0,11,53,1,5,2003
3074,1,0,5,50,0,3,1243
3075,0,1,6,36,0,3,1331
3076,1,0,2,53,6,3,1496
3077,1,0,10,53,2,3,1788
3078,1,0,9,53,2,4,1896
3079,0,1,4,38,4,4,1386
3080,1,0,5,54,5,4,1724
3081,0,1,2,38,6,4,1758
3082,1,0,2,54,9,7,2237
3083,1,0,4,52,3,2,1743
3084,1,0,6,53,4,4,1880
3085,0,1,1,36,4,4,1510
3086,1,0,2,50,1,3,1038
3087,0,1,7,38,3,6,1508
3088,0,1,4,35,0,5,564
3089,1,0,6,52,2,4,1399
3090,1,0,5,53,3,4,1970
3091,1,0,7,54,4,4,2031
3092,1,0,3,53,5,5,1966
3093,1,0,3,51,2,4,1054
3094,0,1,5,37,2,5,1464
3095,1,0,2,51,3,5,1387
3096,1,0,3,52,4,5,1883
3097,0,1,4,38,5,3,1872
3098,1,0,8,54,4,4,2169
3099,0,1,3,37,3,5,1297
3100,1,0,6,52,1,4,1627
3101,0,1,5,37,2,4,1474
3102,1,0,6,52,2,2,1447
3103,1,0,10,54,3,5,2114
3104,1,0,8,53,3,4,1930
3105,1,0,2,51,2,3,910
3106,1,0,3,51,2,4,1514
3107,1,0,4,53,4,6,1627
3108,1,0,3,51,1,4,1229
3109,0,1,1,35,2,5,206
3110,1,0,1,51,4,4,815
3111,0,1,4,37,3,3,1273
3112,1,0,5,55,8,5,2432
3113,0,1,4,37,2,3,1218
3114,0,1,4,37,3,4,1488
3115,1,0,4,52,3,5,1571
3116,1,0,3,52,4,2,1599
3117,1,0,4,52,3,2,1595
3118,0,1,5,39,5,5,1519
3119,1,0,6,54,6,4,2172
3120,1,0,5,51,1,5,736
3121,0,1,3,36,2,4,1270
3122,1,0,2,50,1,2,929
3123,1,0,4,50,0,4,1453
3124,1,0,6,52,2,6,1394
3125,1,0,7,52,1,6,1714
3126,1,0,3,51,2,4,1363
3127,1,0,4,53,5,5,2076
3128,0,1,2,37,4,5,1189
3129,0,1,7,38,2,2,1759
3130,1,0,6,53,3,4,2055
3131,1,0,6,54,6,4,2331
3132,1,0,1,50,2,3,1186
3133,1,0,7,54,4,4,2043
3134,1,0,3,50,0,5,1007
3135,1,0,10,53,1,4,1987
3136,0,1,4,37,2,6,1023
3137,0,1,7,38,2,5,1500
3138,0,1,3,37,3,5,1160
3139,1,0,5,53,4,3,1695
3140,0,1,4,37,2,3,1079
3141,0,1,6,38,3,3,1837
3142,1,0,6,54,6,2,1994
3143,1,0,3,52,4,3,1418
3144,1,0,2,51,3,6,1171
3145,1,0,6,53,4,4,1957
3146,1,0,7,55,6,2,2566
3147,0,1,3,38,6,6,1870
3148,0,1,5,38,4,4,1596
3149,0,1,4,38,4,4,1655
3150,0,1,6,38,4,5,1229
3151,0,1,3,35,0,3,1263
3152,1,0,3,51,2,4,1508
3153,1,0,4,52,2,4,1352
3154,1,0,4,53,4,3,1605
3155,1,0,9,53,2,3,1570
3156,0,1,4,37,2,6,871
3157,1,0,4,52,2,4,1354
3158,1,0,5,53,3,4,1847
3159,1,0,6,52,2,4,1601
3160,1,0,4,52,2,6,1565
3161,1,0,4,53,4,3,1481
3162,1,0,5,54,5,2,2050
3163,1,0,8,53,3,5,2146
